repcountry,parcountry,year,repgwno,pargwno,repccode,repifscode,repifs,repgwabbrev,parccode,parifscode,parifs,pargwabbrev,positionIN_CDIS,positionOUT_CDIS,FDIflowOUT_FDI_OECD,FDIflowIN_FDI_OECD,FDIposOUT_FDI_OECD,FDIposIN_FDI_OECD,posOUT_FDI_BEA,posIN_FDI_BEA,migstock_MIG_UN,total_MIG,male_MIG,female_MIG,refugees_REF,asylum_REF,returned_REF,naturalize_nat_OECD,asylum_in_nat_OECD,mig_in_nat_OECD,mig_out_nat_OECD,labor_stock_nat_OECD,mig_stock_nat_OECD,labor_stock_bir_OECD,mig_stock_bir_OECD,FLOW_TH,treatytotalN_BLA,treatyruntotalN_BLA,signed_PTA,todate_PTA,inforce_PTA,signed_BIT,todate_BIT,inforce_BIT,defense_ALL,neutrality_ALL,nonaggression_ALL,entente_ALL,mid_MID,count_MID,host_MID,war_MID,war_WAR,rep_init_WAR,joiner_WAR,count_IGO,prop_IGO,ideal1_UNV,ideal2_UNV,absidealdiff_UNV,s2un_UNV,s3un_UNV,agree2un_UNV,agree3un_UNV,comlang_off_CEPII,comlang_ethno_CEPII,colony_CEPII,comcol_CEPII,dist_CEPII,distcap_CEPII,distw_CEPII,distwces_CEPII
"United States of America",China,1945,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26794798,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,8,0.121212121212121,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1946,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115320000,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1947,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87614600,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1948,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67741944,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1949,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36534632,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1950,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24285724,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,3,5,1,1,0,0,1,0.0105263157894737,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1951,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178571.5,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,2,5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1952,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,2,5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1953,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,3,5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1954,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2142858,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1955,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071429,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,2,4,0,0,0,0,2,0.018348623853211,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1956,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1957,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3214287.25,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1958,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1785715.125,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1959,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1960,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,155086,114352.666666667,37961.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,11,0.0797101449275362,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1961,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,155086,114352.666666667,37961.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500001,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1962,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,155086,114352.666666667,37961.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8214289.5,0,0,0,0,0,0,0,0,0,1,0,0,1,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1963,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,155086,114352.666666667,37961.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1428572,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1964,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,155086,114352.666666667,37961.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071429,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1965,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4674,1936.66666666667,6294.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178571.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,16,0.096969696969697,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1966,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4674,1936.66666666667,6294.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178571.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,16,0.0975609756097561,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1967,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4674,1936.66666666667,6294.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181051.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,16,0.0963855421686747,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1968,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4674,1936.66666666667,6294.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208333.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,15,0.0887573964497041,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1969,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4674,1936.66666666667,6294.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,15,0.0847457627118644,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1970,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,143374,99816.3333333333,54533.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,15,0.0815217391304348,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1971,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,143374,99816.3333333333,54533.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,15,0.0793650793650794,1.805,-0.928,2.733,-0.03704,0,0.48148,0.5,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1972,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,143374,99816.3333333333,54533.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25624960,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,15,0.077319587628866,2.048,-0.823,2.871,-0.02326,0.0122,0.48837,0.5061,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1973,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,143374,99816.3333333333,54533.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281637984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0742574257425743,2.215,-0.733,2.948,-0.33333,-0.16438,0.33333,0.41781,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1974,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,143374,99816.3333333333,54533.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345199104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0761904761904762,2.047,-0.805,2.852,-0.4375,-0.22414,0.28125,0.38793,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1975,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,22781.3333333333,7550.33333333333,57555.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137420464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.073394495412844,2.172,-0.506,2.678,-0.33333,-0.16327,0.33333,0.41837,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1976,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,22781.3333333333,7550.33333333333,57555.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75128848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0714285714285714,2.402,-0.919,3.321,-0.51515,-0.25,0.24242,0.375,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1977,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,22781.3333333333,7550.33333333333,57555.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98201488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0775862068965517,2.236,-0.877,3.113,0.10526,0.05882,0.55263,0.52941,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1978,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,22781.3333333333,7550.33333333333,57555.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376057280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.0732758620689655,2.234,-0.535,2.769,0,0.01124,0.5,0.50562,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1979,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,22781.3333333333,7550.33333333333,57555.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876651264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.0794979079497908,2.3,-0.24,2.54,-0.31148,-0.18182,0.34426,0.40909,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1980,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,2,NA,1269.33333333333,15895,9.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1648115840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0983606557377049,2.353,-0.142,2.495,-0.38462,-0.22093,0.30769,0.38953,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1981,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,6,NA,1269.33333333333,15895,9.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2330153984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0988142292490119,2.69,-0.077,2.767,-0.50649,-0.32759,0.24675,0.33621,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1982,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269.33333333333,15895,9.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2464155392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.102766798418972,2.607,0.111,2.496,-0.57447,-0.37063,0.21277,0.31469,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1983,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,-7,NA,1269.33333333333,15895,9.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1816222848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.104247104247104,2.608,0.135,2.473,-0.54545,-0.33824,0.22727,0.33088,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1984,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,7,NA,1269.33333333333,15895,9.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2884758528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.111524163568773,2.78,0.117,2.663,-0.72043,-0.42857,0.13978,0.28571,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1985,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,8,NA,5439,4619.66666666667,3760.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4051066112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.116788321167883,2.769,0.101,2.668,-0.6,-0.36735,0.2,0.31633,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1986,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,10,NA,5439,4619.66666666667,3760.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3218741760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.121863799283154,2.88,0.099,2.781,-0.59223,-0.38514,0.20388,0.30743,0,0,0,0,10993.68,11159.25,11183.4,11099.8
"United States of America",China,1987,2,710,2,111,USA,USA,710,924,CHN,CHN,NA,NA,NA,NA,NA,NA,NA,58,NA,5439,4619.66666666667,3760.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2959034112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.125,2.961,0.118,2.843,-0.65909,-0.40741,0.17045,0.2963,0,0,0,0,10993.68,11159.25,11183.4,11099.8
